ds,y,dollar
2022-12-09,35,316
2022-12-10,35,316
2022-12-11,35,315
2022-12-12,35,315
2022-12-13,35,315
2022-12-14,35,315
2022-12-15,35,315
2022-12-16,35,315
2022-12-17,35,315
2022-12-18,35,314
2022-12-19,35,314
2022-12-20,35,314
2022-12-21,35,314
2022-12-22,35,314
2022-12-23,35,314
2022-12-24,35,314
2022-12-25,35,313
2022-12-26,35,313
2022-12-27,35,313
2022-12-28,35,313
2022-12-29,35,313
2022-12-30,35,313
2022-12-31,35,313
2023-01-01,18,312
2023-01-02,18,312
2023-01-03,18,312
2023-01-04,18,312
2023-01-05,18,312
2023-01-06,18,312
2023-01-07,18,312
2023-01-08,18,311
2023-01-09,18,311
2023-01-10,18,311
2023-01-11,18,311
2023-01-12,18,311
2023-01-13,18,311
2023-01-14,18,311
2023-01-15,18,310
2023-01-16,18,310
2023-01-17,18,310
2023-01-18,18,310
2023-01-19,18,310
2023-01-20,18,310
2023-01-21,18,309
2023-01-22,18,309
2023-01-23,18,309
2023-01-24,18,309
2023-01-25,18,309
2023-01-26,18,309
2023-01-27,18,309
2023-01-28,18,308
2023-01-29,18,308
2023-01-30,18,308
2023-01-31,18,308
2023-02-01,2,308
2023-02-02,2,308
2023-02-03,2,308
2023-02-04,2,307
2023-02-05,2,307
2023-02-06,2,307
2023-02-07,2,307
2023-02-08,2,307
2023-02-09,2,307
2023-02-10,2,307
2023-02-11,2,306
2023-02-12,2,306
2023-02-13,2,306
2023-02-14,2,306
2023-02-15,2,306
2023-02-16,2,306
2023-02-17,2,306
2023-02-18,2,305
2023-02-19,2,305
2023-02-20,2,305
2023-02-21,2,305
2023-02-22,2,305
2023-02-23,2,305
2023-02-24,2,305
2023-02-25,2,304
2023-02-26,2,304
2023-02-27,2,304
2023-02-28,2,304
2023-03-01,16,304
2023-03-02,16,304
2023-03-03,16,304
2023-03-04,16,303
2023-03-05,16,303
2023-03-06,16,303
2023-03-07,16,303
2023-03-08,16,303
2023-03-09,16,303
2023-03-10,16,302
2023-03-11,16,302
2023-03-12,16,302
2023-03-13,16,302
2023-03-14,16,302
2023-03-15,16,302
2023-03-16,16,302
2023-03-17,16,301
2023-03-18,16,301
2023-03-19,16,301
2023-03-20,16,301
2023-03-21,16,301
2023-03-22,16,301
2023-03-23,16,301
2023-03-24,16,300
2023-03-25,16,300
2023-03-26,16,300
2023-03-27,16,300
2023-03-28,16,300
2023-03-29,16,300
2023-03-30,16,300
2023-03-31,16,299
2023-04-01,6,299
2023-04-02,6,299
2023-04-03,6,299
2023-04-04,6,299
2023-04-05,6,299
2023-04-06,6,299
2023-04-07,6,298
2023-04-08,6,298
2023-04-09,6,298
2023-04-10,6,298
2023-04-11,6,298
2023-04-12,6,298
2023-04-13,6,298
2023-04-14,6,297
2023-04-15,6,297
2023-04-16,6,297
2023-04-17,6,297
2023-04-18,6,297
2023-04-19,6,297
2023-04-20,6,297
2023-04-21,6,296
2023-04-22,6,296
2023-04-23,6,296
2023-04-24,6,296
2023-04-25,6,296
2023-04-26,6,296
2023-04-27,6,295
2023-04-28,6,295
2023-04-29,6,295
2023-04-30,6,295
2023-05-01,9,295
2023-05-02,9,295
2023-05-03,9,295
2023-05-04,9,294
2023-05-05,9,294
2023-05-06,9,294
2023-05-07,9,294
2023-05-08,9,294
2023-05-09,9,294
2023-05-10,9,294
2023-05-11,9,293
2023-05-12,9,293
2023-05-13,9,293
2023-05-14,9,293
2023-05-15,9,293
2023-05-16,9,293
2023-05-17,9,293
2023-05-18,9,292
2023-05-19,9,292
2023-05-20,9,292
2023-05-21,9,292
2023-05-22,9,292
2023-05-23,9,292
2023-05-24,9,292
2023-05-25,9,291
2023-05-26,9,291
2023-05-27,9,291
2023-05-28,9,291
2023-05-29,9,291
2023-05-30,9,291
2023-05-31,9,291
2023-06-01,9,290
2023-06-02,9,290
2023-06-03,9,290
2023-06-04,9,290
2023-06-05,9,290
2023-06-06,9,290
2023-06-07,9,290
2023-06-08,9,289
2023-06-09,9,289
2023-06-10,9,289
2023-06-11,9,289
2023-06-12,9,289
2023-06-13,9,289
2023-06-14,9,288
2023-06-15,9,288
2023-06-16,9,288
2023-06-17,9,288
2023-06-18,9,288
2023-06-19,9,288
2023-06-20,9,288
2023-06-21,9,287
2023-06-22,9,287
2023-06-23,9,287
2023-06-24,9,287
2023-06-25,9,287
2023-06-26,9,287
2023-06-27,9,287
2023-06-28,9,286
2023-06-29,9,286
2023-06-30,9,286
